Price,Place,Beds,Bath,Sq.Ft
785000,Nolan Hill,4,3.5,2111
679900,Diamond Cove,4,2.5,2130
650000,Mission,1,1.5,1185
449900,Sandstone Valley,3,1.5,1073
465000,Erin Woods,3,1.5,1130
489900,Coventry Hills,3,1.5,1347
554900,Mckenzie Towne,4,3.5,1694
725000,Beltline,2,2,1504
995000,Killarney/Glengarry,4,3.5,1901
2080000,Ramsay,4,3.5,3132
289900,Mckenzie Towne,1,1.5,837
1695000,West Hillhurst,4,3.5,39654
320000,Inglewood,1,1,490
849900,Mahogany,3,3.5,2402
199000,Erin Woods,1,1,559
359900,Auburn Bay,2,2,866
510000,Cornerstone,4,3.5,1727
472395,Goodwin By Anthem,2,2.5,1154
469900,Manchester,2,2,884
199900,Haysboro,2,1,889
298000,Penbrooke Meadows,3,2,1072
674900,Taradale,7,3,1552
399900,Inglewood,1,1,730
528888,Martindale,3,1.5,1251
679900,Inglewood,3,3.5,1676
449000,Skyview Ranch,4,2.5,1506
789900,Evanston,3,2.5,2463
459000,Coachway Gardens,3,2.5,1247
429900,Sunnyside,2,2,595
270000,Sunnyside,2,1,757
749000,Banff Trail,3,2,867
269000,Downtown East Village,1,1,690
2199000,Currie Barracks,5,4.5,3441
449900,Cranston,3,2.5,1139
659900,Sundance,4,3.5,1876
399900,West Springs,2,2,584
579900,Harvest Hills,4,2.5,1572
500000,Riverbend,3,2,908
309900,Downtown East Village,1,1,658
429900,Copperfield,2,2.5,1355
590000,Tuscany,2,2.5,1450
469900,Taradale,5,2,926
739900,Cornerstone,3,2.5,1916
199999,Varsity,1,1,845
1300000,Ramsay,3,2.5,2150
999999,Banff Trail,4,3.5,1901
749900,Evanston,3,2.5,2271
949900,Evergreen,5,3.5,2486
890000,Cougar Ridge,3,2.5,2583
725000,Nolan Hill,4,3.5,1988
738888,Nolan Hill,3,2.5,1918
589900,Beddington Heights,5,3,1317
643990,Montgomery,4,1.5,1290
768000,Montgomery,4,3.5,1749
1199900,Cambrian Heights,4,3.5,2172
750000,Winston Heights/Mountview,4,3.5,1680
629900,Braeside,3,2.5,1374
2000000,,6,4.5,3688
374900,Sage Hill,2,2,702
379999,South CA,2,2,1184
229900,Bowness,2,1,884
295900,Lower Mount Royal,1,1.5,800
849900,Shaganappi,4,3.5,1724
599900,Millrise,4,3,1854
610845,Legacy,4,2.5,1753
325000,Renfrew,1,1,591
1550000,Parkhill,2,1.5,1027
606620,Legacy,3,2.5,1611
615390,Legacy,3,2.5,1753
859900,Parkdale,2,1,1097
479900,The Timbers,2,2.5,1171
538888,Mahogany,2,2.5,1120
380000,Seton,2,2,850
449900,Redstone,4,3.5,1197
799000,Haysboro,3,3,1298
1199000,Mahogany,2,2,1444
665000,Nolan Hill,3,2.5,1701
239900,Millrise,1,1,604
349900,Crescent Heights,2,2,1084
735099,Silverado,3,2.5,1167
464900,Beltline,2,2,1112
1259990,Strathcona Park,4,4.5,3004
539900,Crescent Heights,2,1.5,715
234900,Lower Mount Royal,1,1,576
539900,Coventry Hills,3,2,998
329000,Beltline,1,1,759
639786,Saddle Ridge,4,3.5,1497
610000,Saddle Ridge,3,2.5,1675
229900,Tuxedo Park,3,1,954
199000,Altadore,1,1,514
845000,Beltline,2,2.5,1207
329000,Copperfield,2,2,912
759000,Parkdale,3,1,1302
249900,Dalhousie,2,1,753
1495000,Springbank Hill,4,3.5,3051
2499000,Dalhousie,2,2,2056
759900,Skyview Ranch,5,3.5,2048
650000,Bridgeland/Riverside,2,3.5,1556
279900,Dover,2,1,791
699800,Applewood Park,4,3.5,1638
1529000,Springbank Hill,4,3,2072
299000,Auburn Bay,2,2,1073
269000,Country Hills Village,2,2,842
899900,Sherwood,4,3.5,2710
900000,Collingwood,3,3,1449
399900,Renfrew,2,2,1157
300000,Downtown East Village,1,1,499
699900,Evanston,3,2.5,2330
238800,Glenbrook,2,1,732
1100000,Hillhurst,3,3.5,2266
819500,Signal Hill,3,3,1389
889900,Discovery Ridge,4,3.5,2382
919900,Panorama Hills,4,3.5,2910
719888,Rangeview,3,2.5,1860
779000,Auburn Bay,4,3.5,1991
660000,West Hillhurst,3,3.5,1579
799000,Bowness,4,3.5,1724
329900,Beltline,1,1,559
1164900,Legacy,4,3.5,2887
569900,Saddle Ridge,3,2.5,1600
599900,Braeside,3,2,1562
333800,Chinatown,1,1,531
789800,Sage Hill,5,3.5,2250
599900,Shawnessy,5,2,1130
564900,Seton,2,2,1415
1698000,Altadore,3,4.5,2930
859000,Richmond,4,4.5,2083
509000,Fairview,2,1,873
499000,Trinity,2,2.5,1575
749900,Highwood,5,3,1224
1099000,Shaganappi,4,3.5,2021
1199000,Richmond,4,3.5,2494
530000,Downtown East Village,2,2,837
230000,Beltline,2,1,769
949900,South CA,3,3.5,1530
1999900,Scarboro,5,3.5,3209
217500,Beltline,2,1,876
525000,Ambleton,3,2.5,1344
510000,Sage Hill,3,3.5,1078
899900,Evergreen,5,3.5,2525
279900,Beltline,1,1,525
459900,Falconridge,4,2,906
2295000,West Hillhurst,5,2.5,3125
199000,Braeside,2,1,810
569000,Saddle Ridge,4,2.5,1244
529000,Sanctuary,3,2.5,1415
385000,Forest Lawn,1,1,641
249900,Altadore,2,1,830
575000,Temple,5,2.5,1055
579900,Marlborough,3,2,960
870888,Redstone,4,3,2730
575000,Penbrooke Meadows,7,3.5,1176
650000,Chinook Park,4,2,1013
689900,Kincora,4,3.5,1937
749900,Evanston,3,2.5,2084
719900,Montgomery,4,2.5,1750
389900,Somerset Village,2,1.5,1053
443000,Tudor Mews,3,2.5,1493
699999,Canyon Meadows,2,2,1746
449900,Prospect Rise,3,2.5,1230
1299900,Cliff Bungalow,3,3.5,1862
755500,Mount Pleasant,4,3.5,1764
234900,Patterson,2,1,851
1698000,Beltline,3,2.5,2302
329900,Beltline,2,1,948
406900,Auburn Bay,2,2,1323
279900,Renfrew,1,1,664
270000,Bridlewood,2,1,849
2198000,Collingwood,4,3.5,3790
799900,Lake Bonavista,4,2.5,1995
800000,North Glenmore Park,5,1.5,1827
749900,Silver Springs,5,2.5,1169
429900,Beddington Heights,4,2,872
209900,Whitehorn,1,2,509
3338881,Aspen Woods,5,4.5,3858
399900,Bridgeland/Riverside,2,2,734
264900,Haysboro,1,1,701
639900,Sundance,5,3,1581
549000,Forest Lawn,4,2,1135
729800,Christie Park,3,2.5,1375
1218000,Sage Hill,6,3.5,2706
597000,Whitehorn,4,3,1396
610000,Huntington Hills,5,2.5,1085
399900,Fairwood Court,2,2,1204
680000,Woodbine,4,3.5,1962
619900,New Brighton,3,3.5,1757
750000,Coral Springs,4,3.5,2273
200000,Renfrew,1,1,550
389900,Parkhill,1,2,401
330000,Beltline,1,1,588
399900,Downtown Commercial Core,2,2,842
999999,Taradale,7,4,2231
335000,Bridgeland/Riverside,1,1,772
629900,Copperfield,4,3,1653
190000,Haysboro,1,1,709
999900,Elbow Park,3,2,1349
650000,Lincoln Park,2,2.5,1046
299000,Temple,2,1,993
349900,Beltline,1,1,683
609900,Killarney/Glengarry,3,3.5,1109
709800,Scenic Acres,4,3,1322
420000,The Edison,2,2.5,1306
709900,Richmond,4,2,1063
3950000,Bel-Aire,4,4.5,4420
287500,Panorama Hills,2,2,951
995000,Richmond,3,3.5,1889
799000,Cranston,3,2.5,1886
469000,Beltline,2,1.5,1054
222000,Dalhousie,2,1,698
515000,Sage Hill,3,3.5,1435
925000,Brentwood,4,3,1131
589900,Saddle Ridge,4,3.5,1346
1000000,Diamond Cove,5,3.5,2422
399900,Redstone,2,2.5,1088
599900,Haysboro,4,3,1038
1598000,Currie Barracks,6,3.5,4049
469900,Ogden,5,1,948
675000,Garrison Woods,3,2,1923
460000,Skyview Ranch,3,3,1261
369900,Kincora,2,2,885
619000,Auburn Bay,3,2.5,1060
1080000,Glenbrook,4,3.5,2190
618000,Greenwood/Greenbriar,4,3.5,1532
389800,West Hillhurst,2,2,1277
387000,Skyview Ranch,3,2.5,1117
574500,Downtown Commercial Core,2,2,1076
350000,Downtown East Village,2,2,845
1110000,North Glenmore Park,4,3,1337
247500,Palace Oaks,2,1,983
520000,Eau Claire,2,2,1267
1145000,Scarboro/Sunalta West,3,2,1679
570000,Pineridge,4,3,1371
760000,Tuxedo Park,4,3.5,2249
1980000,Crestmont,5,3.5,3958
949000,Hillhurst,4,3.5,2050
700000,Bonavista Downs,6,2.5,1190
1050000,Upper Mount Royal,3,1,1146
464900,Eau Claire,2,2,826
324900,Beltline,2,1,857
1275000,Cranston,3,2.5,1557
379900,Hearthstone Place,3,2.5,1194
850000,Alpine Park,3,2.5,2101
610000,Nolan Hill,3,3.5,1079
894900,Lake Bonavista,4,3,1467
549900,Erlton,2,2,1371
659900,Beltline,2,2,941
309900,Point Mckay,2,1.5,969
630000,Cornerstone,3,2.5,1651
420000,Martindale,3,1.5,1056
379900,Eau Claire,2,2,1092
1350000,South CA,3,3.5,2581
759900,Edgemont,5,3.5,2254
830000,Cranston,3,2.5,2130
539000,Erlton,2,2,1107
444900,Skyview Ranch,3,2.5,1117
254000,Bankview,2,1,829
499999,Saddle Ridge,4,2.5,1559
880000,Bowness,10,4,2054
664500,Saddle Ridge,4,3.5,1860
399900,Beltline,2,2,898
269900,Taradale,2,2,884
179900,Forest Lawn,4,2,709
590000,Cornerstone,3,3,1430
719900,Legacy,3,2.5,1270
899999,Lake Bonavista,4,3,1655
859900,Lake Bonavista,4,2.5,2233
299900,Mission,1,1,740
779999,Pine Creek,3,2.5,2316
300000,Beltline,1,1,714
446800,Beltline,2,2,1036
749900,Cougar Ridge,3,3.5,1901
289900,Willow Court Green,2,1,426
309000,Chinatown,1,1,516
505000,,3,2.5,1428
559900,Deer Ridge,3,2,889
224900,Dover,1,1,567
199999,Applewood Park,1,1,543
299000,Copperfield,2,2,770
1249000,Mahogany,3,2.5,2923
239900,Bankview,2,1,812
330000,Cranston,2,1,861
599900,Mckenzie Towne,4,3.5,1701
189900,Bankview,1,1,530
339900,Greenwood/Greenbriar,1,1,497
2100000,Renfrew,4,4.5,3346
1595000,Upper Mount Royal,4,3.5,2573
959900,Cranston,4,3.5,2525
699888,Beltline,2,2,1220
614900,Walden,4,3.5,1458
179900,Bowness,1,1,665
638000,Coventry Hills,3,2.5,1707
459900,Seton,3,2,1163
1999000,Springbank Hill,6,5.5,3776
389900,Crescent Heights,2,2,1247
1000000,,5,4,2753
399000,Auburn Bay,2,2.5,1097
599900,Saddle Ridge,4,3.5,1272
979000,Martindale,6,3.5,2535
229900,Cliff Bungalow,1,1,577
589900,Walden,5,3.5,1362
539998,Walden,3,2.5,1531
969000,Arbour Lake,4,4,2293
309900,Renfrew,1,1,643
1750000,University Heights,6,3.5,2792
324900,Beltline,2,2,951
949000,Mahogany,6,3.5,2530
255000,Citadel,2,1,848
699900,North Glenmore Park,5,2,1149
778800,Edgemont,4,3,1480
848711,Richmond,4,3.5,1646
449900,Sandstone Valley,5,2,948
279000,Beltline,2,1,864
1358000,Rosedale,4,1.5,2694
1249900,Highland Park,4,3.5,2640
774900,Winston Heights/Mountview,4,3.5,1440
399900,Cactus Ridge,2,2,1193
329900,Chinatown,1,1,500
259000,Beltline,2,1,767
349900,Mission,1,1,581
599000,Downtown West End,2,2,811
980000,Downtown Commercial Core,2,2,1415
299900,Sunnyside,2,1,743
284500,Spruce Cliff,1,1,784
649900,Bridlewood,4,3.5,1675
1199000,Aspen Woods,4,3.5,2680
785000,Banff Trail,5,3.5,2048
524900,Skyview Ranch,2,2.5,1110
399000,Beltline,1,1,522
305000,Beltline,2,1.5,969
725000,Sunalta,4,1.5,1521
295000,Beltline,2,1.5,1115
344900,Inglewood,1,1,488
479900,Ramsay,2,1,684
3700000,Upper Mount Royal,4,4.5,3453
505000,Cornerstone,3,2.5,1415
350000,Renfrew,1,1,706
600000,Bankview,2,1,864
539900,Legacy,3,2.5,1285
540000,Bankview,4,3,1483
849900,Nolan Hill,4,3.5,2119
249900,Skyview Ranch,2,1,525
509900,Carrington,4,2.5,1481
694000,Sundance,5,3.5,1741
205000,Sunalta,2,1,783
159000,Bankview,1,1,435
312900,Skyview Ranch,2,1,900
349800,Downtown West End,1,1,578
769800,North Haven Upper,5,3,1806
998888,Mount Pleasant,4,3.5,2005
264900,Beltline,2,1,788
649999,Sundance,5,3.5,1779
659900,Glenbrook,4,3.5,1882
1150000,Shaganappi,4,3.5,2116
1598000,Signal Hill,6,4,3379
314900,Beltline,2,2,777
1975000,Parkdale,4,3.5,3470
729900,New Brighton,3,3.5,2047
375000,Auburn Bay,2,2,952
310000,Lower Mount Royal,1,1,597
499900,Downtown East Village,2,2,1132
199000,Beltline,1,1,628
1495000,Rosemont,5,3.5,2952
249900,Crescent Heights,2,2,1056
379900,Bridgeland/Riverside,2,1.5,1080
1469000,Garrison Green,5,3.5,2778
829900,Mahogany,4,3.5,2215
200000,Beltline,1,1,496
639900,Legacy,3,2.5,1591
865000,Varsity,5,3,1109
1299900,Rosedale,3,3,2082
725000,Skyview Ranch,3,2.5,2050
450000,Beltline,2,2,897
1168000,Springbank Hill,4,3.5,2555
675000,Valley Ridge,3,2.5,2023
769900,Sunnyside,3,3.5,1437
665000,Huntington Hills,3,3,1326
830000,Harvest Hills,3,2.5,2411
295000,Inglewood,1,1,490
529000,Erlton,4,2,748
899900,Killarney/Glengarry,4,3.5,1755
189900,Cliff Bungalow,1,1,695
439900,Beltline,2,2,1097
319900,Skyview Ranch,2,2,823
749900,Livingston,4,2.5,2227
659900,Livingston,3,2.5,1713
974900,Mount Pleasant,4,3.5,1868
365000,Sunalta,1,2,902
524888,Marlborough Park,3,1.5,1122
344500,Sage Hill,2,2,885
875000,Sherwood,6,4.5,2359
1200000,Bowness,4,2.5,2768
249900,Sage Hill,1,1,596
624900,Mission,1,2,1536
279777,Panorama Hills,2,1,711
743900,Skyview Ranch,4,2.5,2345
759000,Sunalta,4,4.5,1638
359900,Beddington Heights,3,1.5,1018
189900,West Hillhurst,1,1,577
595000,Sienna Park Green Village,3,3,1185
329900,Downtown East Village,2,2,1042
1200000,Crescent Heights,4,3.5,2266
1098000,Coral Springs,7,3.5,2767
1090000,Seton,6,4.5,2645
594900,Skyview Ranch,3,2.5,1546
715000,Meadowlark Park,4,1.5,1100
940000,Renfrew,4,2.5,1932
318000,Royal Oak,2,2,871
265000,Mission,1,1,622
380000,Auburn Bay,2,2,869
265000,Cranston,2,1,581
380000,Auburn Bay,2,2,869
699900,Beltline,2,2,2107
202750,Bankview,2,1,873
179000,Crescent Heights,1,1,503
619000,Kingsland,3,1.5,1004
520000,Altadore,2,2.5,1372
659900,Hidden Valley,4,3.5,1755
229900,Kelvin Grove,3,1,1115
288800,Brentwood,1,1,428
454900,Skyview Ranch,3,2.5,1431
833049,Shaganappi,3,2.5,1689
675600,Maple Ridge,3,2.5,1133
679900,Maple Ridge,3,3,1356
849999,Altadore,3,2,1458
499000,Albert Park/Radisson Heights,4,2,957
799900,Walden,3,2.5,2081
669999,Redstone,4,3.5,1581
1200000,Panorama Hills,4,2.5,2650
1150000,Aspen Woods,4,3.5,2430
299900,Sherwood,2,2,791
669999,Downtown Commercial Core,1,1.5,947
429000,Skyview Ranch,2,2.5,950
324900,Beltline,1,1,537
899900,Mission,1,1.5,1232
849900,Sherwood,4,3.5,2088
299999,Dalton Square,2,1,827
425000,Downtown Commercial Core,2,2,951
399900,Crescent Heights,2,1,540
770000,Nolan Hill,5,3.5,2040
1300000,Bankview,4,3.5,2562
465000,Downtown West End,2,2,1205
875000,Ambleton,5,3,2411
789999,Panorama Hills,7,3.5,2178
405000,Greenwood/Greenbriar,2,2,816
598000,Forest Lawn,4,3,1054
710100,Martindale,4,3.5,1823
794900,,3,2.5,2037
363000,Beltline,1,1,524
524900,Bridgeland/Riverside,2,2,850
380000,Auburn Bay,2,2,754
429000,Downtown Commercial Core,2,2,801
899999,Monterey Park,5,4,2238
1499000,Richmond,4,4.5,2464
999999,Mount Pleasant,4,3.5,2018
699900,Queensland,5,3,1352
355000,Tuxedo Park,2,2,803
445000,Seton,2,2,1056
625000,Evanston,4,3.5,1589
387500,Renfrew,2,2,1028
225000,Sunnyside,1,1,531
799000,Carrington,5,3,2340
499900,Coventry Hills,4,1.5,1265
359900,Montgomery,3,2,1349
429900,Mckenzie Towne,2,2,1086
574900,New Brighton,3,2.5,1696
630000,Monterey Park,4,3.5,2039
420000,Erlton,2,2,1060
234900,Garrison Green,1,1,500
280000,Mission,1,1,736
685500,Auburn Bay,3,2.5,2072
679888,Haysboro,3,2,1298
535000,Pineridge,3,2,1104
279900,Skyview Ranch,2,1,596
319900,Tuscany,2,2,1001
699900,Fairview,4,3,1064
595000,Eau Claire,1,1.5,1371
485900,Yorke Townhomes,4,2.5,1423
648800,Charleswood,5,2.5,1163
830000,Legacy,4,3.5,1919
475000,Falconridge,4,2,843
850000,Panorama Hills,4,3.5,2481
325000,Beltline,1,1,500
249900,Mayland Heights,2,2,820
259900,Haysboro,1,1,705
985000,Tuxedo Park,4,3.5,1939
622000,Glacier Ridge,3,2.5,1600
649900,Panorama Hills,3,2.5,1893
375000,Downtown Commercial Core,2,2,1022
200000,Sierra Gardens,2,1,861
577000,Coventry Hills,3,2.5,1287
359900,Killarney/Glengarry,2,1,932
569900,Section 23,3,2.5,1525
899000,Bowness,5,3.5,1956
585000,Killarney/Glengarry,3,2,1133
289500,Tuxedo Park,2,2,939
519900,Mckenzie Lake,3,2.5,1475
1574900,Springbank Hill,4,3.5,3278
775000,Saddle Ridge,6,3.5,2096
210000,Legacy,1,1,600
824999,Skyview Ranch,6,4,2440
849900,Evanston,5,3.5,2224
1649900,Hamptons,6,5,3057
365000,Downtown Commercial Core,1,1,558
197500,Crescent Heights,2,1,706
269000,Sage Hill,1,1,436
210000,Sunnyside,1,1,510
685000,Coral Springs,5,3.5,1873
1798900,Currie Barracks,5,4.5,4249
399000,Ogden,3,1,1105
999900,Varsity,6,4,1905
445000,Beltline,2,2,1077
588888,Midnapore,3,3,1484
839000,Hounsfield Heights/Briar Hill,3,2,1017
275000,Altadore,2,1,1027
194900,Bankview,1,1,606
475000,Saddle Ridge,3,1.5,1225
950000,Eau Claire,2,2,1396
675000,Sage Hill,3,2.5,1839
339900,Haysboro,2,2,975
1799000,Springbank Hill,4,3,2660
339900,Kincora,2,2,834
499900,Copperfield,3,3.5,1517
300000,Renfrew,1,1.5,645
399500,Downtown East Village,2,2,863
1225000,Brompton Court,3,3.5,1839
1850000,Bridgeland/Riverside,4,3.5,2617
837990,Yorkville,4,2.5,2750
625000,Cornerstone,3,2.5,1588
649900,Hounsfield Heights/Briar Hill,4,2,1224
1500000,Lake Bonavista,4,3.5,1770
364900,Lower Mount Royal,2,2,1171
1129000,South CA,3,3.5,2449
479900,Copperfield Chalet,3,2.5,1524
1700000,Pump Hill,5,4.5,3441
668000,Acadia,4,3,1045
749900,Legacy,3,2.5,1654
749000,Saddle Ridge,3,2.5,1863
779900,Pine Creek,4,3.5,2130
269900,South CA,1,1,673
769900,Nolan Hill,4,3.5,1956
365000,Currie Barracks,2,1,704
359900,Beltline,1,1,580
320000,Downtown Commercial Core,1,1,566
575000,Downtown Commercial Core,2,2,977
392500,Downtown Commercial Core,2,2,759
1025000,Eau Claire,2,2,2145
639900,Marlborough Park,7,4,1418
325000,Beltline,1,1,577
959900,Glenbrook,4,3.5,1893
791000,Parkland,4,3,1255
549800,Chaparral,3,2.5,1407
310000,Mckenzie Towne,2,2,845
549900,Glacier Ridge,3,2.5,1366
334900,Beltline,1,1,688
2325000,South CA,2,2.5,1939
1160000,Charleswood,4,3,1447
1085000,Signal Hill,6,3.5,2457
749900,Seton,3,3.5,1972
349000,Bridgeland/Riverside,2,1,532
459900,Martindale,3,2.5,1075
979000,Chaparral,4,3.5,2391
269900,Somerset,2,2,966
289000,Inglewood,1,1,489
399000,Inglewood,2,2,723
350000,Inglewood,1,1,555
1325000,Spruce Cliff,4,4.5,2517
565000,Huntington Hills,4,2,994
825000,Nolan Hill,5,3.5,2381
799900,Falconridge,7,4,1711
225000,Beltline,2,1,883
599900,Mahogany,3,2.5,1807
899900,Tuscany,5,3.5,2415
1275000,Parkdale,4,3.5,1977
470000,Citadel,3,2.5,1221
639000,Bridlewood,4,3.5,1801
1499000,Ramsay,4,3.5,2375
178800,Windsor Park,1,1,600
470000,Cranston,3,2,1218
819900,Citadel,4,3.5,1983
829900,Evanston,5,3.5,2754
529800,Panorama Hills,3,3,992
2650000,Springbank Hill,4,5,3727
549900,Cornerstone,3,2.5,1428
816000,Mission,2,2,1479
550000,Queensland,3,2.5,1281
849900,Mission,2,2,1826
549900,Glacier Ridge,3,2.5,1366
749900,Evanston,3,2.5,2139
499000,Woodlands,2,2.5,1472
949800,Mayland Heights,8,4,2201
3880000,Aspen Woods,6,5.5,5042
296900,Saddle Ridge,2,1,638
439000,Erin Woods,4,2,885
568000,Monterey Park,3,1.5,1321
739000,Cornerstone,7,2,1800
700000,Maple Ridge,4,3,1426
559000,Hidden Valley,4,2.5,1278
268000,Inglewood,1,1,691
1489800,Aspen Woods,5,3.5,3485
768800,Sandstone Valley,4,3.5,2004
399900,Spruce Cliff,2,2,949
536000,Douglasdale/Glen,4,3.5,1675
449000,Beltline,2,2,775
2099000,Upper Mount Royal,4,4.5,2921
689986,Capitol Hill,3,3,1421
849900,Pine Creek,3,2.5,2213
654900,Legacy,3,2.5,1771
749900,Bridgeland/Riverside,2,2,1286
469900,Garrison Woods,2,2,1167
499900,Martindale,4,2,905
444900,Seton,3,2,1187
384000,Windsor Park Court,2,2,1050
247741,Taradale,2,2,879
949900,Livingston,3,3.5,2600
479000,Martindale,4,2.5,1307
1202250,Royal Oak,3,2.5,1187
790000,Homestead,4,2.5,2107
849900,Charleswood,3,2,1220
874900,Varsity,4,2,1340
265000,Mayland Heights,2,2,821
814888,Legacy,4,3.5,2229
754900,Nolan Hill,4,3.5,2077
465000,Whitehorn,5,2,1003
679000,Garrison Green,2,2.5,1677
379000,Auburn Bay,2,2,756
569900,Cornerstone,3,2.5,1416
304900,South CA,1,1,835
577500,Auburn Bay,3,2.5,1333
369900,Seton,2,2,842
429900,Cranston,2,2,1053
659900,Saddle Ridge,3,3,1820
701990,Cityscape,3,2.5,1885
775990,Cityscape,3,2.5,2435
375000,Beltline,2,2,860
555000,Cityscape,3,2.5,1194
359000,Downtown East Village,2,2,889
469900,Falconridge,4,2,994
699999,New Brighton,4,3.5,1842
189800,Bowness,1,1,759
359900,Beltline,2,2,799
639900,Downtown West End,2,2,910
339900,Tuxedo Park,2,2,761
329900,Beltline,2,1,702
579900,Cornerstone,4,3,1461
699999,Saddle Ridge,4,3.5,1727
1475000,Montgomery,6,3.5,2613
899900,Haskayne,3,2.5,2207
705000,Sundance,4,2.5,2188
219000,Dalhousie,2,1,720
1199900,Nolan Hill,5,3.5,2443
844900,Brentwood,4,3,1228
280000,Lower Mount Royal,2,1,659
339000,Downtown Commercial Core,1,1,664
515000,Silverado,3,3.5,1152
234500,Whitehorn,2,2,819
349900,Kincora,2,2,835
829000,Woodbine,6,4,1882
934999,Saddle Ridge,8,6,2737
1050000,Discovery Ridge,5,3.5,2476
849900,Ambleton,4,3,2371
1180000,Renfrew,3,2.5,1592
544500,Rundle,5,2.5,1190
429999,Falconridge,2,2,788
539900,Martindale,5,2.5,1425
960000,Rosedale,3,2,1188
659900,Bridlewood,3,2.5,1993
580000,Temple,4,3,1405
789000,Legacy,3,2.5,2339
774900,Seton,4,3,2254
564900,Seton,3,2,1414
359000,Parkside Estates,4,2.5,1192
819900,Legacy,3,2.5,2257
769900,Seton,3,2.5,2293
565000,Chaparral,4,3.5,1497
789900,Belvedere,3,3,2053
614900,Cranston,3,2,1553
699900,Queensland,4,3,1138
304900,Varsity,1,1,833
624900,Woodbine,3,2.5,1308
665000,Garrison Green,3,2.5,1730
1199888,Collingwood,6,4,2166
479900,Killarney/Glengarry,2,2.5,1215
899000,Crestmont,4,3.5,2009
979900,Richmond,4,4.5,2009
699900,Alpine Park,3,2.5,1735
760000,Richmond,4,3.5,1910
399900,Albert Park/Radisson Heights,3,2,841
549900,Hotchkiss,4,3.5,1162
3995000,Willow Park,3,3.5,4685
529900,Rundle,5,2,1048
733000,Aspen Woods,2,3.5,2990
437500,Redstone,3,2.5,1486
979000,Mahogany,5,4,2379
819900,Belvedere,3,2.5,2468
799900,Belvedere,4,3,2194
469900,Beltline,2,2,790
829900,Mahogany,3,3,2247
669900,Bowness,4,2,1200
899900,Rosemont,5,2,1236
519000,Millrise,2,3,1331
399900,Crescent Heights,2,2,1535
935000,Cranston,3,2.5,2473
339900,Chinatown,1,1,498
439900,Beltline,2,2,913
995000,Shawnee Slopes,5,3.5,2818
658000,Mckenzie Towne,4,3.5,1768
549900,Homestead,5,3.5,1155
259900,Mission,2,1,608
280000,Chinatown,1,1,467
549900,Downtown East Village,2,2,854
2195000,Elbow Park,6,4.5,3380
1049900,Chinatown,2,2,1523
774900,Saddle Ridge,5,3,2364
349000,Haysboro,2,2,972
1029000,Shaganappi,4,3.5,2027
784900,Auburn Bay,3,2.5,2288
589000,Cornerstone,3,2.5,1426
549900,Riverbend,3,2.5,1821
285000,Bridgeland/Riverside,2,1,724
370000,Beltline,1,1,575
328000,Beltline,1,1,531
289000,Panorama Hills,2,2,800
780000,Belvedere,3,2.5,2052
530000,Mahogany,2,2,773
2500000,Inglewood,3,2.5,2895
699000,Killarney/Glengarry,3,3.5,1366
2588000,Elbow Park,4,4.5,3231
599900,Taradale,4,3.5,1311
759900,Evanston,4,3.5,2240
959000,Killarney/Glengarry,4,3.5,1877
1315000,Killarney/Glengarry,4,3.5,2441
569900,Kingsland,4,2,1088
220000,Bankview,2,1,828
145900,Chinatown,2,1,666
349900,Killarney Glen Court,2,1,805
589000,Taradale,5,3,1076
210000,Glenbrook,1,1,743
550000,Walden,3,2.5,1383
599999,Woodbine,4,3,1521
270000,Forest Lawn,3,1.5,1010
240000,Killarney/Glengarry,2,2,1042
1095000,Aspen Woods,3,3.5,2522
249900,Southwood,2,1.5,805
749900,Sunalta,4,2,1195
1325000,Christie Park,5,4.5,3828
1099000,Valley Ridge,4,3.5,2640
979000,Brentwood,4,3.5,1351
729000,Walden,3,3.5,2369
745000,Livingston,3,2.5,2032
349900,Spruce Cliff,2,2,828
395000,Lookout At Christie Park,4,2,1986
1450000,Canyon Meadows,5,2.5,4766
350000,Inglewood,2,2,971
178000,Huntington Hills,3,1,898
1985000,Bowness,4,1.5,1500
809900,Kincora,3,2.5,2398
349900,Downtown Commercial Core,1,1,653
549900,Alpine Park,4,1.5,1503
699999,Martindale,3,1.5,1990
739900,Brentwood,5,2,1040
669900,Wolf Willow,5,3.5,1737
899900,Ambleton,4,3,2482
1300000,Douglasdale/Glen,4,3.5,2656
1450000,West Springs,3,2.5,2210
305000,Downtown West End,2,1,731
879900,Glacier Ridge,3,2.5,2203
685000,Copperfield,3,2.5,2274
799900,Ogden,5,3,2121
141900,Whitehorn,1,1,309
599900,Marlborough Park,4,2.5,1485
329000,Eau Claire,1,1,857
275000,Shawnee Slopes,1,1,544
799900,Killarney/Glengarry,4,3.5,1779
509000,Erin Woods,4,2,1173
2000000,Elbow Park,3,2,1649
479900,Beltline,1,1.5,1038
624900,Eau Claire,2,2,1654
600000,Downtown Commercial Core,2,2,954
839900,Highland Park,4,3.5,1758
466400,Sage Hill,2,2,989
422900,Seton,2,2,959
350000,Crescent Heights,2,1,936
929000,Mahogany,6,3.5,2479
1999000,Altadore,4,4.5,3358
764900,Legacy,5,3.5,2370
1299900,Bridgeland/Riverside,4,3.5,2372
1245000,Elbow Park,2,1,930
249900,Mayland Heights,2,2,823
667500,,3,2.5,945
1349000,Altadore,4,3.5,2368
1499900,Bowness,4,4,1678
