Price,Place,Beds,Bath,Sq.Ft
579900,Southview,4,2,1312
495000,Renfrew,2,2,1046
2695000,Upper Mount Royal,4,2.5,3489
825000,Bankview,3,3.5,1733
439000,Taradale,3,2,917
899900,Altadore,3,3.5,2562
1625000,South CA,3,3.5,2287
149000,Lower Mount Royal,1,1,475
949499,Mount Pleasant,4,3.5,1817
2699000,Kelvin Grove,3,3.5,2956
1550000,Edgemont,4,3.5,2847
9800000,Elbow Park,3,3.5,7049
1360000,Cranston,3,2.5,1600
425000,Carrington,2,2,1065
3199000,Elboya,4,3.5,3781
185000,Sunalta,1,1,494
739900,Bridgeland/Riverside,2,2,897
599000,Sage Hill,4,4.5,1973
900001,Sunalta,4,2,1071
279900,Haysboro,1,1,839
1500000,Winston Heights/Mountview,4,3.5,2759
600000,Sunalta,4,2,919
1099000,Killarney/Glengarry,4,3.5,1925
1045000,Killarney/Glengarry,4,3.5,1920
1039000,Killarney/Glengarry,4,3.5,1949
218800,Lower Mount Royal,2,1,749
365000,Chinatown,1,1,547
849900,Glacier Ridge,4,3,2397
775000,Mount Pleasant,3,2.5,1598
799999,Hamptons,4,3.5,2257
312499,Crescent Heights,1,1,456
1249000,Spruce Cliff,4,3.5,2311
865000,Mckenzie Lake,6,3.5,2733
1025000,Shaganappi,4,3.5,1851
449900,Beltline,2,2,1294
489900,The Enclave,2,1.5,1151
477400,Seton,3,2.5,1222
447400,Seton,3,2.5,1257
1225000,Hillhurst,4,4.5,2837
265000,Mission,1,1,506
774900,Capitol Hill,3,2.5,1842
950000,Aspen Woods,6,4,1709
2995000,Hounsfield Heights/Briar Hill,5,4.5,4117
825000,North Glenmore Park,3,3.5,1635
1050000,Killarney/Glengarry,4,3.5,1854
849900,Richmond,3,3.5,1776
2499999,Discovery Ridge,6,4.5,3618
699900,Sundance,4,3.5,1887
950000,Downtown Commercial Core,2,2.5,1295
330000,Beltline,1,1,490
6199999,Upper Mount Royal,3,4.5,4517
724500,Downtown Commercial Core,1,1.5,960
1059000,Crestmont,4,3.5,2634
1079900,Killarney/Glengarry,4,4.5,1838
1299000,Killarney/Glengarry,5,3.5,2490
1745000,Springbank Hill,4,3.5,3837
1799000,Capitol Hill,8,8,2962
3290000,Eau Claire,2,2.5,3210
1900000,Eau Claire,2,2.5,2429
782300,West Hillhurst,2,2,1830
899900,Collingwood,5,3,1323
2829000,West Hillhurst,4,3.5,3396
1250000,Richmond,4,3.5,2103
575000,Crestmont,3,3.5,1304
2730000,Lakeview,6,3.5,3582
799900,Legacy,3,2.5,2312
1265000,West Hillhurst,4,4.5,2043
699999,Legacy,4,3.5,1496
1079900,Shawnee Slopes,4,3.5,2353
1369900,Varsity,4,3,1212
219900,Beltline,1,1,568
829900,Wolf Willow,3,3.5,1659
498000,Richmond,2,2,1173
514395,Silverado,3,2.5,1294
699999,Legacy,4,3.5,1496
2175000,Upper Mount Royal,3,2,2251
1149900,Eau Claire,2,2.5,1340
379900,Beltline,1,1,531
2999000,Aspen Woods,6,5.5,4776
769990,Bridgeland/Riverside,2,1.5,1776
699999,Legacy,4,3.5,1525
979900,Belvedere,4,3,2729
350000,Rosscarrock,2,2,788
349888,Sage Hill,2,1,633
828000,Saddle Ridge,6,4,2606
149900,Red Carpet,1,1,393
339000,Mission,2,1,767
2299000,Hounsfield Heights/Briar Hill,6,7.5,4167
759952,Sage Hill,3,2.5,1952
648000,Palliser,3,3,1467
1949000,Downtown Commercial Core,3,2.5,2513
1999999,Cranston,3,2.5,2148
279900,Crescent Heights,1,1,421
1049000,Killarney/Glengarry,4,3.5,1832
480000,Woodlands,3,2.5,2140
379900,Rosscarrock,2,2,801
699999,Legacy,4,3.5,1497
1750000,South CA,5,5.5,2605
849900,Collingwood,4,2,1189
869900,Shawnee Slopes,3,2.5,2323
849900,Shawnee Slopes,3,2.5,2289
984000,Aspen Woods,3,2.5,2568
324888,Lower Mount Royal,3,2,1329
899000,Aspen Woods,3,2.5,2149
339800,Currie Barracks,1,1,731
622095,West Springs,2,2.5,1221
3980000,Upper Mount Royal,4,6.5,6057
320000,Point Mckay,2,1.5,996
1498000,Erlton,4,2.5,2537
2700000,Inglewood,2,2,847
1595800,Parkhill,3,3.5,2819
360000,Eau Claire,1,1,797
1949000,Currie Barracks,3,3.5,3041
289900,Dover,2,2,965
359900,Downtown West End,1,1,588
1995000,West Hillhurst,4,3.5,3273
6500000,Saddle Ridge,3,1.5,1185
1099000,Richmond,4,3.5,1905
949900,Glendale,4,2,1189
1195000,Parkdale,4,3.5,2281
1250000,Renfrew,4,3.5,2764
579900,Spruce Cliff,2,2,1602
694900,Glacier Ridge,3,2.5,1384
409000,Beltline,2,2,912
1050000,Patterson,4,3.5,3616
415000,Beltline,2,2,829
1150000,Bowness,4,3.5,2293
286289,Inglewood,1,1,490
296299,Inglewood,1,1,490
220000,Citadel,1,1,586
837900,Brentwood,5,4,1708
455000,Saddle Ridge,3,2.5,1351
339900,Beltline,1,1,574
265000,Downtown East Village,1,1,413
749900,Brighton Court,3,3.5,1947
1898999,Eau Claire,2,2,1373
1650000,Elbow Park,4,4.5,3156
1024900,Mahogany,4,2.5,2683
629900,Monterey Park,6,4.5,2140
1994000,Springbank Hill,5,4.5,4425
849000,Cranston,3,2.5,2293
1090000,Downtown East Village,3,3,1551
1282000,Rosscarrock,4,3.5,2125
673000,Inglewood,2,2.5,1992
1150000,Evergreen,2,2.5,1709
949900,Winston Heights/Mountview,5,3.5,1916
800000,Bankview,1,1,802
1200000,Bankview,1,1,1040
982800,Pine Creek,3,2.5,2363
975450,Pine Creek,3,2.5,2363
279900,Skyview Ranch,1,1.5,751
679000,Crescent Heights,3,2,785
439900,Downtown West End,2,2,1066
875000,Taradale,5,3.5,2187
1310000,Mahogany,6,3.5,2947
979900,Charleswood,5,3,1472
1950000,Silverado,4,4.5,3653
774900,Downtown West End,3,3,2198
899000,Charleswood,4,3.5,1805
369900,Downtown East Village,2,2,786
1450000,Altadore,4,4.5,2730
2599999,Hounsfield Heights/Briar Hill,6,7.5,4454
289900,Kingsland,2,1,853
3499900,Springbank Hill,7,5.5,7539
1195000,Bankview,4,4.5,2306
1195000,Bankview,4,4.5,2297
1225000,Parkdale,4,3.5,1938
1227000,Cliff Bungalow,3,2.5,1714
1499999,Discovery Ridge,6,4.5,2985
2299000,Mahogany,2,2,2007
1590000,Discovery Ridge,6,4.5,3338
560000,Beltline,1,2,1196
201999,Downtown Commercial Core,1,1,767
702500,,3,2.5,2096
499000,Crescent Heights,2,1,618
749900,Parkhill,1,1,689
554900,Seton,2,2,1385
763350,Royal Oak,3,2.5,1746
3870000,Parkhill,3,3.5,4713
836000,Pine Creek,3,2.5,2198
1350000,Downtown Commercial Core,2,2.5,2157
234900,Dover,1,1,571
1250000,Lakeview,5,2,1435
439900,Bankview,2,2.5,1551
850000,Tuscany,4,3.5,2052
759900,West Springs,4,2.5,1680
799000,Bowness,5,2,1552
825000,Saddle Ridge,4,3.5,2524
420945,Livingston,2,2,1009
898000,Lower Mount Royal,2,2.5,2522
234000,Patterson,1,1,542
1339000,Collingwood,4,3.5,2571
1725000,Bridgeland/Riverside,7,4,2647
3500000,Elboya,5,4.5,4589
3680800,Parkhill,4,3.5,3131
1589998,Inglewood,4,4.5,2757
1499900,Altadore,4,4.5,2533
1150000,Killarney/Glengarry,4,3.5,1972
1150000,Killarney/Glengarry,4,2.5,1952
1540000,Evergreen,6,4.5,3631
7500000,Upper Mount Royal,5,5.5,5743
839900,Shawnee Slopes,3,2.5,2269
899900,Shawnee Slopes,3,2.5,2431
549900,University District,2,2,782
1418900,Eau Claire,2,2.5,2075
1139250,Royal Oak,3,2.5,1187
3395000,Eagle Ridge,4,4.5,4590
709000,Cranston,4,2.5,2175
170000,Beltline,2,1,724
1099500,Killarney/Glengarry,4,3.5,1941
1400000,Bowness,3,1.5,901
2385000,Aspen Woods,5,5.5,901
679900,Spruce Cliff,2,2,1462
524900,Bridgeland/Riverside,2,1,1007
258000,Beltline,1,1,400
319900,Skyview Ranch,2,2,837
429900,Skyview Ranch,3,2,1275
799000,Tuxedo Park,3,2,869
8000000,,5,4.5,9031
595000,Sage Hill,3,2.5,1733
7988000,Eau Claire,2,2.5,3544
795000,Shaganappi,6,2,983
